longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,medianHouseValue,population,households,medianIncome
-122.03,37.36,28.0,2490.0,345.0,411900.0,948.0,361.0,6.4913
-117.53,34.02,19.0,256.0,34.0,375000.0,101.0,28.0,5.3269
-121.98,37.36,35.0,1293.0,223.0,281900.0,701.0,216.0,7.8543
-122.39,37.76,52.0,3390.0,691.0,253700.0,1645.0,596.0,3.7051
-117.27,33.55,4.0,6112.0,890.0,429000.0,2088.0,712.0,5.5351
-117.13,32.8,33.0,2731.0,456.0,175300.0,1263.0,445.0,4.5568
-117.83,33.8,30.0,4713.0,758.0,221000.0,2271.0,730.0,5.8622
-118.35,33.88,25.0,1459.0,362.0,237500.0,1150.0,354.0,3.35
-122.33,37.53,25.0,1729.0,383.0,458500.0,769.0,352.0,4.0417
-121.97,36.97,24.0,3665.0,870.0,228500.0,1954.0,833.0,2.8036
-118.11,34.2,36.0,4915.0,725.0,359400.0,1897.0,700.0,6.827000000000001
-117.08,32.64,11.0,1651.0,533.0,141700.0,947.0,515.0,1.6806
-118.43,34.3,33.0,2443.0,498.0,146000.0,1601.0,484.0,4.0223
-122.08,37.65,35.0,1813.0,393.0,165400.0,1093.0,374.0,3.6818
-117.22,33.48,5.0,1585.0,247.0,493300.0,510.0,181.0,6.9136
-117.1,32.69,29.0,4174.0,1195.0,103600.0,3675.0,1124.0,1.8112
-117.86,33.89,24.0,2002.0,253.0,274500.0,820.0,241.0,6.9612
-122.11,37.42,32.0,3058.0,595.0,417800.0,1267.0,540.0,6.4949
-118.13,33.76,44.0,2532.0,621.0,406900.0,961.0,550.0,3.9352
-114.56,33.69,17.0,720.0,174.0,85700.0,333.0,117.0,1.6509
-117.05,32.95,17.0,3039.0,555.0,178600.0,1297.0,552.0,3.9531
-116.91,32.86,10.0,3699.0,838.0,139500.0,2310.0,759.0,2.5365
-117.91,33.9,27.0,829.0,114.0,293500.0,383.0,133.0,9.3125
-121.19,39.05,14.0,1131.0,193.0,180400.0,520.0,178.0,3.9
-119.76,36.79,26.0,3654.0,837.0,72800.0,1976.0,830.0,2.1544
-119.29,34.45,26.0,2849.0,535.0,230800.0,1383.0,532.0,2.6893
-118.37,33.87,19.0,757.0,148.0,304200.0,361.0,141.0,6.02
-122.5,37.6,35.0,2197.0,369.0,241700.0,971.0,326.0,4.25
-116.87,33.93,32.0,3141.0,812.0,54600.0,2589.0,721.0,1.4556
-120.85,37.05,32.0,2893.0,481.0,140600.0,1198.0,466.0,3.1719
-118.18,33.82,43.0,284.0,65.0,207500.0,167.0,68.0,4.25
-119.65,36.35,38.0,3148.0,568.0,85500.0,1378.0,537.0,2.8788
-121.45,37.72,2.0,2239.0,321.0,240200.0,766.0,219.0,5.75
-117.89,33.87,32.0,1133.0,216.0,202100.0,693.0,228.0,3.3594
-117.38,33.97,29.0,1157.0,297.0,155000.0,2027.0,253.0,1.6389
-117.66,33.59,18.0,4552.0,706.0,288100.0,1918.0,671.0,7.5791
-121.46,38.52,34.0,1279.0,285.0,65600.0,963.0,268.0,2.71
-121.28,38.59,3.0,4188.0,1136.0,92500.0,2081.0,995.0,3.0481
-118.37,34.05,35.0,2457.0,552.0,345300.0,1159.0,523.0,3.0862
-121.36,38.57,26.0,1793.0,244.0,129500.0,653.0,235.0,5.6485
-118.0,34.07,34.0,1696.0,456.0,138500.0,1609.0,426.0,2.25
-122.08,37.62,17.0,2485.0,518.0,157300.0,1139.0,550.0,2.6875
-124.16,41.92,19.0,1668.0,324.0,75000.0,841.0,283.0,2.1336
-121.92,37.28,27.0,3028.0,486.0,308800.0,1284.0,498.0,4.5833
-118.22,34.19,31.0,4704.0,920.0,400000.0,1895.0,886.0,4.9297
-122.26,38.04,41.0,2512.0,539.0,123000.0,1179.0,480.0,2.694
-117.55,33.94,30.0,5398.0,926.0,163900.0,2672.0,864.0,4.4762
-121.27,38.64,22.0,1597.0,280.0,213500.0,657.0,273.0,4.3098
-122.67,38.33,4.0,8072.0,1606.0,220300.0,4323.0,1475.0,3.9518
-122.46,37.7,42.0,876.0,216.0,235900.0,713.0,203.0,3.84
-121.37,38.66,9.0,3184.0,779.0,86000.0,1929.0,769.0,2.3844
-117.65,33.42,25.0,2174.0,428.0,249400.0,603.0,352.0,3.3967
-114.73,33.43,24.0,796.0,243.0,59200.0,227.0,139.0,0.8964
-117.22,34.07,8.0,3065.0,692.0,129200.0,1440.0,666.0,3.2368
-118.03,33.93,35.0,2470.0,416.0,179500.0,1386.0,411.0,5.2736
-118.07,33.97,36.0,1265.0,273.0,156200.0,1052.0,253.0,4.8929
-122.43,37.79,52.0,3522.0,938.0,500001.0,1319.0,887.0,4.3986
-118.11,34.08,30.0,2350.0,472.0,201000.0,945.0,467.0,3.3421
-118.01,34.09,29.0,3402.0,747.0,179200.0,2331.0,690.0,3.6094
-118.54,36.12,11.0,4103.0,882.0,99100.0,356.0,171.0,2.1029
-117.13,32.7,35.0,1179.0,344.0,70200.0,1372.0,330.0,1.9509
-123.75,39.37,16.0,1377.0,296.0,151400.0,830.0,279.0,3.25
-120.49,37.29,17.0,2414.0,594.0,62700.0,2487.0,582.0,1.0955
-119.19,34.16,35.0,2733.0,510.0,183400.0,1814.0,511.0,4.4187
-117.89,33.74,33.0,619.0,139.0,154400.0,1217.0,146.0,4.6875
-118.37,34.14,8.0,4382.0,1560.0,197900.0,2138.0,1411.0,3.5714
-120.95,37.65,14.0,5200.0,1119.0,107000.0,3221.0,1102.0,2.6964
-122.32,37.97,29.0,2347.0,464.0,161000.0,1135.0,490.0,3.9722
-117.95,33.78,9.0,3553.0,1035.0,133800.0,2017.0,986.0,2.9726
-120.92,38.86,11.0,1720.0,345.0,128600.0,850.0,326.0,3.2027
-121.94,38.41,15.0,1263.0,211.0,260900.0,665.0,208.0,4.5
-118.27,33.98,45.0,1696.0,424.0,99200.0,1502.0,429.0,1.3042
-118.32,34.02,50.0,1655.0,256.0,194300.0,672.0,260.0,4.2554
-120.2,39.12,15.0,2146.0,361.0,200000.0,197.0,76.0,4.1316
-118.17,33.79,28.0,1219.0,408.0,118300.0,1816.0,348.0,1.7589
-121.95,37.54,29.0,3517.0,645.0,248900.0,1724.0,585.0,4.6641
-117.7,33.57,4.0,3283.0,911.0,138500.0,1512.0,782.0,3.3125
-117.88,33.72,38.0,1421.0,300.0,165300.0,1236.0,263.0,3.9844
-118.19,34.12,36.0,2833.0,720.0,172100.0,2148.0,709.0,2.7012
-122.0,37.0,16.0,32.0,4.0,137500.0,36.0,5.0,2.625
-122.02,37.31,35.0,2355.0,384.0,332500.0,1248.0,378.0,5.9714
-120.12,35.99,7.0,2049.0,482.0,56200.0,1387.0,422.0,2.25
-122.5,37.88,28.0,5448.0,1089.0,474600.0,2100.0,1023.0,4.7475
-117.99,33.68,13.0,4000.0,883.0,273600.0,1999.0,881.0,4.7245
-118.08,33.92,39.0,1631.0,322.0,165700.0,1034.0,328.0,4.5382
-117.09,33.12,11.0,567.0,184.0,122500.0,620.0,163.0,2.5284
-118.18,33.77,36.0,1833.0,688.0,112500.0,1128.0,620.0,1.1483
-122.16,37.45,19.0,2207.0,810.0,402500.0,1304.0,775.0,2.1406
-117.17,33.66,2.0,7401.0,1187.0,177300.0,2826.0,839.0,4.1386
-123.79,39.5,24.0,1421.0,291.0,157300.0,588.0,274.0,2.325
-118.06,33.89,26.0,2483.0,412.0,220500.0,1538.0,449.0,5.1104
-121.97,37.25,32.0,2892.0,496.0,367800.0,1193.0,492.0,6.131
-117.32,33.15,15.0,13245.0,2212.0,262100.0,5495.0,2060.0,5.4904
-117.99,33.89,23.0,2111.0,306.0,347800.0,979.0,288.0,8.5621
-117.94,34.03,35.0,1375.0,249.0,151800.0,1015.0,239.0,4.0521
-122.24,37.8,47.0,2046.0,588.0,182700.0,1213.0,554.0,2.6292
-118.1,33.8,37.0,1814.0,329.0,240800.0,850.0,328.0,5.0574
-122.26,38.1,24.0,1213.0,395.0,94600.0,699.0,386.0,1.3007
-118.55,34.27,25.0,4919.0,661.0,352800.0,2183.0,625.0,8.1356
-122.2,37.79,45.0,2021.0,528.0,115400.0,1410.0,480.0,2.7788
-117.71,34.09,36.0,2637.0,476.0,158700.0,1385.0,483.0,4.1739
-117.69,33.66,5.0,4246.0,689.0,225700.0,1933.0,722.0,6.9501
-122.19,37.77,41.0,2036.0,510.0,89300.0,1412.0,454.0,2.0469
-117.09,32.83,15.0,4138.0,636.0,264000.0,2001.0,677.0,4.8419
-119.01,35.37,33.0,821.0,181.0,46700.0,579.0,172.0,1.2469
-118.47,34.25,21.0,2692.0,477.0,238900.0,1330.0,456.0,4.5417
-122.28,37.99,28.0,3801.0,622.0,193300.0,1654.0,571.0,4.375
-117.43,33.93,36.0,2386.0,396.0,113300.0,1176.0,374.0,4.5122
-122.03,37.83,24.0,5948.0,738.0,500001.0,1997.0,710.0,9.8708
-118.2,34.14,52.0,3800.0,646.0,293900.0,1842.0,620.0,5.5524
-122.23,37.83,52.0,2990.0,379.0,500001.0,947.0,361.0,7.8772
-118.1,33.9,35.0,1151.0,248.0,160000.0,809.0,246.0,4.7813
-121.64,36.68,16.0,6568.0,1603.0,156100.0,6012.0,1565.0,2.3463
-118.92,34.4,23.0,1290.0,283.0,198000.0,1060.0,279.0,3.3152
-119.14,34.29,17.0,2754.0,577.0,154200.0,1349.0,533.0,3.1618
-122.07,37.67,38.0,2104.0,409.0,165300.0,1039.0,394.0,3.875
-119.09,36.21,38.0,1901.0,453.0,44600.0,1613.0,400.0,1.8828
-117.91,34.12,33.0,1391.0,309.0,149500.0,1038.0,298.0,4.1944
-121.34,38.61,22.0,1778.0,408.0,142200.0,875.0,375.0,2.6023
-119.95,37.47,32.0,1312.0,315.0,91500.0,600.0,265.0,1.5
-121.97,37.4,17.0,2937.0,558.0,255500.0,1662.0,533.0,5.8792
-117.2,33.83,14.0,1265.0,230.0,161300.0,621.0,173.0,3.6618
-121.89,37.25,21.0,2080.0,352.0,264500.0,1040.0,325.0,5.2887
-119.98,38.94,25.0,1339.0,328.0,109700.0,503.0,219.0,1.9018
-118.0,33.93,24.0,4534.0,967.0,215400.0,2547.0,895.0,3.9575
-117.72,33.63,15.0,1362.0,255.0,162500.0,378.0,202.0,1.9
-118.5,34.03,52.0,1711.0,245.0,500001.0,671.0,242.0,7.7572
-117.74,34.06,4.0,1391.0,506.0,137500.0,727.0,369.0,1.4722
-117.1,32.68,49.0,1412.0,350.0,93600.0,1200.0,332.0,2.0398
-120.97,37.69,16.0,2793.0,476.0,160900.0,1279.0,477.0,3.4667
-119.68,37.19,10.0,3113.0,589.0,96100.0,1508.0,512.0,2.8167
-121.28,38.13,48.0,1892.0,333.0,143200.0,804.0,352.0,4.0625
-117.59,33.93,17.0,338.0,47.0,244200.0,200.0,46.0,7.8118
-121.91,37.33,52.0,2212.0,563.0,209500.0,1195.0,532.0,2.8939999999999997
-122.08,37.93,35.0,4043.0,689.0,233200.0,1832.0,662.0,5.0761
-118.15,33.84,36.0,2987.0,491.0,224100.0,1360.0,497.0,4.8013
-117.33,33.23,15.0,2919.0,592.0,155600.0,1130.0,579.0,2.5872
-122.23,38.09,26.0,4397.0,997.0,90000.0,2539.0,965.0,2.4875
-118.02,34.13,33.0,2874.0,458.0,430900.0,1239.0,431.0,5.2329
-118.28,34.17,52.0,2332.0,433.0,331200.0,1135.0,440.0,5.5658
-117.38,33.99,52.0,1797.0,332.0,141700.0,905.0,313.0,2.7054
-117.81,33.77,31.0,4624.0,624.0,334600.0,1852.0,635.0,7.2392
-118.12,33.96,38.0,1301.0,264.0,191300.0,877.0,275.0,4.625
-121.2,37.83,18.0,3415.0,580.0,161400.0,1912.0,562.0,4.4423
-119.78,36.8,34.0,2200.0,493.0,66500.0,1243.0,431.0,1.8514
-121.9,38.01,16.0,2604.0,454.0,136000.0,1696.0,481.0,4.6628
-118.32,33.83,51.0,2399.0,516.0,318900.0,1160.0,514.0,3.8456
-117.48,34.09,32.0,1650.0,328.0,98600.0,1124.0,290.0,3.1838
-119.57,36.1,37.0,1676.0,316.0,60700.0,707.0,274.0,2.0595
-119.57,36.1,16.0,1461.0,400.0,54800.0,1201.0,384.0,1.5727
-122.73,38.46,14.0,4042.0,1298.0,135400.0,2323.0,1158.0,2.0651
-117.73,34.09,36.0,1543.0,297.0,117800.0,1355.0,303.0,3.5313
-117.91,34.08,33.0,2325.0,452.0,217100.0,1170.0,445.0,3.6625
-117.98,33.65,22.0,3335.0,754.0,197900.0,1500.0,719.0,3.7315
-121.98,37.54,17.0,5133.0,1375.0,220800.0,3386.0,1339.0,3.1326
-117.52,33.99,14.0,13562.0,2057.0,182900.0,7600.0,2086.0,5.2759
-121.08,39.22,30.0,2188.0,455.0,105200.0,1033.0,437.0,2.1419
-117.69,33.64,16.0,2592.0,372.0,262000.0,1279.0,383.0,6.9741
