longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,medianHouseValue
-122.08,37.95,24.0,3173.0,548.0,243000.0
-122.08,37.95,33.0,1043.0,157.0,235600.0
-122.07,37.96,37.0,1217.0,199.0,196200.0
-122.06,37.96,10.0,7136.0,1691.0,182000.0
-122.05,37.95,34.0,1408.0,277.0,169400.0
-122.05,37.94,22.0,4162.0,1194.0,179300.0
-122.06,37.94,19.0,4005.0,972.0,235700.0
-122.07,37.94,36.0,2639.0,488.0,205100.0
-122.07,37.94,30.0,1260.0,276.0,220800.0
-122.08,37.93,35.0,4043.0,689.0,233200.0
-122.08,37.94,44.0,2185.0,357.0,232100.0
-122.07,37.94,43.0,1454.0,234.0,265700.0
-122.09,37.95,32.0,1339.0,209.0,247900.0
-122.09,37.94,29.0,6895.0,1022.0,273200.0
-122.04,38.0,16.0,3077.0,733.0,91100.0
-122.04,37.99,32.0,1504.0,279.0,134500.0
-122.04,37.99,36.0,2765.0,495.0,136200.0
-122.05,37.97,16.0,60.0,10.0,250000.0
-122.06,37.99,16.0,2445.0,469.0,87500.0
-122.06,37.99,17.0,1319.0,316.0,137500.0
-122.05,38.0,36.0,2476.0,472.0,136400.0
-122.05,38.0,16.0,1085.0,217.0,75000.0
-122.03,37.98,16.0,1209.0,477.0,156300.0
-122.04,37.97,10.0,974.0,316.0,140600.0
-122.03,38.0,25.0,3577.0,581.0,178300.0
-122.03,38.01,27.0,3228.0,562.0,175900.0
-122.04,37.99,38.0,2675.0,541.0,139900.0
-122.03,37.98,45.0,2842.0,567.0,138200.0
-122.02,38.0,28.0,2965.0,533.0,178200.0
-122.03,37.99,35.0,3103.0,537.0,169300.0
-122.02,37.99,37.0,2247.0,416.0,161900.0
-122.03,37.99,37.0,1755.0,327.0,166600.0
-122.03,37.98,44.0,1254.0,252.0,148900.0
-122.01,37.98,25.0,1476.0,336.0,165500.0
-122.01,37.98,29.0,2001.0,373.0,194000.0
-122.0,37.98,32.0,1013.0,169.0,226900.0
-122.0,37.97,27.0,2491.0,428.0,202800.0
-122.01,37.97,32.0,3012.0,527.0,211500.0
-122.02,37.98,40.0,1797.0,401.0,165500.0
-122.02,37.98,37.0,1474.0,343.0,161700.0
-122.0,37.99,28.0,4035.0,641.0,192300.0
-122.0,37.98,31.0,2030.0,337.0,193200.0
-121.99,37.98,23.0,2293.0,411.0,184000.0
-121.99,37.97,28.0,2839.0,428.0,217200.0
-122.0,37.98,35.0,1192.0,201.0,182000.0
-122.0,37.98,36.0,404.0,77.0,161300.0
-122.01,37.98,34.0,1256.0,267.0,161000.0
-122.01,37.99,28.0,1900.0,401.0,144900.0
-121.95,37.96,18.0,2739.0,393.0,259500.0
-121.97,37.97,27.0,1691.0,289.0,210500.0
-121.97,37.97,24.0,1330.0,183.0,244100.0
-121.97,37.96,28.0,1433.0,290.0,184800.0
-121.96,37.96,28.0,1838.0,273.0,229200.0
-121.96,37.95,7.0,3418.0,740.0,196100.0
-121.98,37.96,22.0,2987.0,563.0,204100.0
-121.97,37.97,26.0,1977.0,264.0,240200.0
-121.98,37.97,26.0,2714.0,390.0,231100.0
-121.98,37.97,26.0,2738.0,428.0,213200.0
-121.99,37.97,22.0,2823.0,509.0,207200.0
-121.99,37.97,30.0,3320.0,589.0,184100.0
-122.0,37.96,32.0,3364.0,666.0,179000.0
-122.0,37.96,28.0,4071.0,713.0,190700.0
-121.96,37.95,13.0,3216.0,765.0,167800.0
-121.97,37.95,8.0,4253.0,709.0,246700.0
-121.98,37.96,12.0,5048.0,1122.0,126700.0
-121.99,37.96,16.0,3324.0,479.0,260400.0
-121.99,37.96,17.0,2756.0,423.0,200600.0
-121.98,37.95,14.0,6290.0,854.0,267400.0
-121.98,37.95,16.0,2984.0,406.0,265900.0
-122.01,37.97,34.0,3259.0,498.0,206200.0
-122.02,37.97,36.0,2342.0,436.0,171000.0
-122.03,37.97,45.0,1613.0,338.0,151100.0
-122.04,37.97,26.0,2470.0,626.0,160900.0
-122.03,37.97,20.0,3968.0,931.0,166700.0
-122.04,37.96,16.0,2913.0,723.0,106300.0
-122.04,37.97,21.0,6445.0,1839.0,112500.0
-122.04,37.97,39.0,1323.0,245.0,151000.0
-122.04,37.96,20.0,1143.0,346.0,151800.0
-122.05,37.96,35.0,2190.0,384.0,159800.0
-122.04,37.96,28.0,1207.0,252.0,165700.0
-122.04,37.96,27.0,2587.0,729.0,175000.0
-122.05,37.95,27.0,3513.0,791.0,182000.0
-122.05,37.95,20.0,563.0,107.0,190800.0
-122.01,37.95,8.0,3866.0,539.0,298200.0
-122.02,37.96,25.0,2615.0,368.0,305100.0
-122.03,37.96,20.0,2636.0,691.0,162500.0
-122.03,37.95,14.0,3287.0,793.0,220500.0
-122.02,37.95,25.0,1205.0,260.0,208300.0
-122.03,37.95,32.0,1955.0,313.0,202300.0
-122.02,37.95,22.0,3526.0,510.0,237000.0
-122.02,37.94,23.0,3516.0,661.0,213100.0
-122.01,37.94,23.0,3741.0,501.0,322300.0
-122.02,37.94,19.0,3192.0,612.0,267100.0
-122.01,37.94,26.0,1619.0,224.0,268000.0
-122.01,37.94,18.0,2077.0,298.0,273600.0
-122.0,37.95,9.0,2214.0,256.0,339200.0
-122.01,37.93,25.0,2652.0,335.0,330200.0
-122.04,37.95,33.0,1653.0,334.0,163100.0
-122.04,37.94,24.0,5732.0,873.0,231400.0
-122.05,37.94,22.0,2105.0,354.0,227800.0
-122.04,37.95,29.0,866.0,138.0,197100.0
-122.05,37.95,22.0,5175.0,1213.0,144600.0
-122.03,37.94,21.0,5541.0,776.0,279300.0
-122.03,37.93,21.0,4712.0,624.0,344800.0
-122.05,37.93,5.0,4274.0,1153.0,266500.0
-122.05,37.93,15.0,7803.0,1603.0,184900.0
-122.05,37.92,14.0,12713.0,2558.0,234700.0
-122.02,37.92,26.0,5077.0,640.0,351200.0
-122.03,37.92,23.0,3318.0,408.0,358800.0
-122.01,37.91,21.0,10093.0,1269.0,367700.0
-122.03,37.91,29.0,5438.0,871.0,275300.0
-122.06,37.91,15.0,5393.0,1422.0,232800.0
-122.06,37.9,25.0,5869.0,1685.0,216100.0
-122.06,37.89,21.0,4985.0,1590.0,114300.0
-122.07,37.93,45.0,1544.0,244.0,226000.0
-122.07,37.93,25.0,7201.0,1521.0,252100.0
-122.07,37.92,26.0,3872.0,739.0,225000.0
-122.08,37.92,28.0,2377.0,469.0,250000.0
-122.08,37.92,26.0,1733.0,265.0,264900.0
-122.07,37.91,28.0,1731.0,295.0,259800.0
-122.07,37.91,33.0,1550.0,277.0,292500.0
-122.08,37.9,32.0,1075.0,170.0,306800.0
-122.09,37.91,18.0,9576.0,1455.0,306900.0
-122.07,37.89,28.0,3410.0,746.0,266800.0
-122.08,37.89,39.0,3018.0,501.0,283900.0
-122.08,37.9,29.0,4133.0,770.0,288000.0
-122.07,37.89,38.0,2139.0,343.0,268800.0
-122.07,37.89,38.0,757.0,124.0,263300.0
-122.06,37.88,34.0,4781.0,703.0,340900.0
-122.05,37.87,30.0,2296.0,329.0,397500.0
-122.05,37.9,24.0,4125.0,1020.0,271000.0
-122.05,37.9,32.0,2676.0,484.0,335700.0
-122.05,37.89,37.0,1677.0,269.0,310600.0
-122.04,37.89,33.0,2423.0,322.0,349100.0
-122.05,37.9,32.0,4498.0,862.0,321200.0
-122.04,37.9,20.0,5467.0,1044.0,275800.0
-122.02,37.89,29.0,6349.0,858.0,356200.0
-122.04,37.88,32.0,3250.0,550.0,312700.0
-122.03,37.86,29.0,3025.0,477.0,390600.0
-122.04,37.85,27.0,6039.0,780.0,469400.0
-121.94,37.73,22.0,1980.0,291.0,258200.0
-121.94,37.73,22.0,6719.0,1068.0,260300.0
-121.93,37.73,23.0,2564.0,347.0,275000.0
-121.93,37.73,8.0,831.0,231.0,350000.0
-121.95,37.74,19.0,1127.0,170.0,250000.0
-121.95,37.74,19.0,5721.0,837.0,266000.0
-121.94,37.75,17.0,2559.0,370.0,269800.0
-121.92,37.73,24.0,1407.0,327.0,157200.0
-121.93,37.74,16.0,3326.0,419.0,343500.0
-121.94,37.75,16.0,5121.0,735.0,296100.0
-121.97,37.79,17.0,5688.0,824.0,312500.0
-121.98,37.8,17.0,3354.0,422.0,345800.0
-121.98,37.8,16.0,2498.0,330.0,343700.0
-121.98,37.81,18.0,2903.0,387.0,359100.0
-121.96,37.81,12.0,6488.0,778.0,403400.0
-121.97,37.8,17.0,3279.0,418.0,356000.0
-121.94,37.8,8.0,11336.0,1657.0,369200.0
-121.97,37.79,16.0,3873.0,484.0,341300.0
-121.95,37.78,4.0,14652.0,2826.0,356700.0
-121.96,37.76,8.0,3865.0,463.0,425100.0
-121.94,37.76,4.0,6875.0,1439.0,356100.0
-121.93,37.76,5.0,2255.0,269.0,461400.0
-121.92,37.74,8.0,452.0,51.0,432400.0
-121.93,37.78,2.0,227.0,35.0,434700.0
-121.96,37.74,2.0,200.0,20.0,350000.0
-121.97,37.76,8.0,3743.0,581.0,381900.0
-121.97,37.77,13.0,7241.0,1007.0,324600.0
-121.98,37.74,8.0,2865.0,389.0,399300.0
-122.02,37.84,34.0,1879.0,265.0,443800.0
-122.01,37.83,30.0,3917.0,549.0,386600.0
-122.0,37.82,20.0,2206.0,458.0,256400.0
-121.99,37.82,22.0,1248.0,271.0,200000.0
-122.03,37.83,24.0,5948.0,738.0,500001.0
-121.99,37.77,14.0,8213.0,1364.0,294800.0
-121.99,37.81,17.0,465.0,83.0,188500.0
-122.02,37.8,11.0,6200.0,907.0,359300.0
-122.03,37.87,21.0,3521.0,447.0,358700.0
-122.02,37.88,16.0,3031.0,438.0,287300.0
-122.02,37.87,14.0,3056.0,369.0,441400.0
-122.03,37.86,25.0,3004.0,393.0,494000.0
-122.0,37.86,18.0,8953.0,1074.0,500001.0
-121.97,37.87,4.0,1029.0,126.0,500001.0
-121.96,37.84,29.0,7479.0,977.0,398200.0
-122.0,37.84,16.0,7681.0,946.0,500001.0
-121.96,37.85,10.0,3209.0,379.0,500001.0
-121.99,37.83,16.0,2939.0,380.0,372000.0
-121.98,37.82,18.0,9117.0,1248.0,351300.0
-121.95,37.81,5.0,7178.0,898.0,450400.0
-122.1,37.93,20.0,10212.0,1424.0,382200.0
-122.12,37.94,22.0,4949.0,626.0,500001.0
-122.1,37.9,38.0,827.0,144.0,294400.0
-122.14,37.9,32.0,5738.0,746.0,500001.0
-122.12,37.91,34.0,5683.0,755.0,455300.0
-122.09,37.89,35.0,880.0,139.0,406500.0
-122.1,37.89,21.0,3282.0,653.0,310300.0
-122.11,37.89,32.0,2372.0,516.0,279500.0
-122.11,37.88,37.0,4005.0,614.0,348200.0
-122.12,37.88,35.0,2785.0,362.0,433300.0
-122.12,37.89,30.0,3227.0,733.0,257100.0
-122.13,37.89,27.0,744.0,214.0,350000.0
-122.13,37.87,18.0,1820.0,220.0,426100.0
-122.14,37.88,34.0,6986.0,1096.0,394400.0
-122.07,37.88,11.0,1077.0,318.0,387200.0
-122.08,37.88,24.0,2059.0,462.0,99400.0
-122.08,37.88,26.0,2947.0,647.0,85000.0
-122.08,37.87,24.0,6130.0,1359.0,102700.0
-122.06,37.85,17.0,7475.0,1556.0,186500.0
-122.07,37.86,23.0,1025.0,205.0,155000.0
-122.06,37.86,16.0,5187.0,1014.0,252400.0
-122.07,37.86,17.0,1102.0,224.0,206300.0
-122.08,37.87,26.0,2405.0,564.0,73400.0
-122.1,37.88,35.0,3701.0,528.0,367100.0
-122.09,37.86,27.0,5484.0,760.0,402600.0
-122.11,37.87,33.0,3398.0,500.0,314200.0
-122.12,37.85,18.0,5252.0,686.0,454100.0
-122.08,37.84,17.0,1320.0,159.0,500001.0
-122.12,37.81,26.0,4048.0,513.0,416500.0
-122.12,37.82,26.0,2269.0,317.0,364500.0
-122.11,37.83,19.0,5130.0,741.0,369900.0
-122.08,37.82,4.0,2045.0,237.0,500001.0
-122.14,37.86,20.0,6201.0,1182.0,314000.0
-122.14,37.85,27.0,9147.0,1276.0,389900.0
-122.14,37.84,24.0,2131.0,343.0,355600.0
-122.16,37.83,16.0,4596.0,705.0,370200.0
-122.16,37.86,36.0,3359.0,493.0,404300.0
-122.18,37.88,36.0,542.0,119.0,354200.0
-122.18,37.86,33.0,4449.0,636.0,399700.0
-122.16,37.89,32.0,1779.0,241.0,434500.0
-122.17,37.88,32.0,3633.0,508.0,401800.0
-122.17,37.88,33.0,3626.0,502.0,423200.0
-122.17,37.87,38.0,1261.0,177.0,438000.0
-122.22,37.88,20.0,95.0,13.0,475000.0
-122.2,37.89,37.0,3881.0,560.0,367500.0
-122.2,37.88,36.0,1065.0,160.0,378100.0
-122.18,37.91,31.0,7200.0,876.0,500001.0
-122.2,37.9,36.0,2107.0,287.0,500001.0
-122.18,37.9,36.0,4760.0,610.0,500001.0
-122.18,37.89,18.0,4845.0,735.0,499000.0
-121.84,37.98,8.0,7505.0,1089.0,204200.0
-121.81,37.97,8.0,1584.0,236.0,166800.0
-121.78,37.97,4.0,17032.0,2546.0,213700.0
-121.83,37.95,17.0,1133.0,244.0,162500.0
-121.94,37.83,11.0,2836.0,373.0,500001.0
-121.89,37.82,4.0,11444.0,1355.0,500001.0
-121.91,37.81,7.0,3477.0,416.0,500001.0
-121.82,37.81,12.0,4711.0,659.0,485400.0
-121.96,37.99,2.0,3129.0,707.0,210100.0
-121.96,37.94,26.0,3084.0,505.0,194700.0
-121.96,37.95,25.0,4026.0,791.0,181200.0
-121.95,37.94,21.0,3153.0,411.0,285400.0
-121.97,37.93,4.0,3241.0,464.0,307000.0
-122.01,37.92,18.0,2808.0,337.0,353600.0
-122.01,37.92,16.0,2638.0,345.0,365800.0
-121.99,37.92,14.0,1780.0,224.0,427700.0
-121.93,37.89,13.0,2085.0,292.0,366700.0
-121.92,37.96,14.0,5332.0,884.0,237400.0
-121.94,37.95,18.0,2541.0,355.0,288000.0
-121.91,37.93,13.0,1610.0,198.0,329400.0
-121.94,37.94,26.0,1299.0,174.0,291700.0
-121.94,37.93,16.0,3421.0,427.0,320400.0
-121.93,37.93,16.0,2876.0,391.0,286900.0
-121.93,37.93,16.0,2169.0,262.0,312600.0
-121.95,37.94,27.0,1469.0,216.0,253600.0
-122.25,38.02,16.0,1803.0,267.0,205100.0
-122.25,38.03,15.0,3338.0,532.0,197600.0
-122.21,38.02,15.0,2150.0,327.0,198500.0
-122.2,37.96,9.0,6306.0,962.0,310700.0
-122.23,38.06,52.0,1350.0,266.0,171100.0
-122.23,38.05,52.0,1736.0,358.0,147100.0
-122.21,38.06,52.0,2735.0,559.0,155700.0
-122.2,38.04,31.0,3029.0,500.0,197000.0
-122.26,38.03,25.0,2239.0,361.0,203700.0
-122.27,38.04,47.0,1685.0,405.0,134500.0
-122.26,38.03,41.0,1631.0,282.0,150200.0
-122.26,38.04,41.0,2512.0,539.0,123000.0
-122.25,38.05,30.0,1255.0,297.0,147700.0
-122.32,38.06,4.0,7999.0,1611.0,174200.0
-122.28,38.0,26.0,2335.0,413.0,178900.0
-122.29,38.0,16.0,4986.0,1081.0,173200.0
-122.36,38.03,32.0,2159.0,393.0,175400.0
-122.3,38.0,34.0,1712.0,317.0,162000.0
-122.31,38.0,26.0,3735.0,641.0,191100.0
-122.31,38.01,18.0,4123.0,874.0,195000.0
-122.28,37.99,28.0,3801.0,622.0,193300.0
-122.26,37.98,28.0,2038.0,329.0,198000.0
-122.27,37.99,16.0,4921.0,737.0,243200.0
-122.27,37.98,23.0,3455.0,479.0,218600.0
-122.26,38.02,5.0,3846.0,786.0,184800.0
-122.24,38.01,11.0,3751.0,565.0,269400.0
-122.24,38.01,16.0,2084.0,315.0,235600.0
-122.25,38.0,16.0,2978.0,411.0,237700.0
-122.26,38.0,14.0,2338.0,391.0,170500.0
-122.26,38.0,6.0,678.0,104.0,246400.0
-122.27,38.0,15.0,1216.0,166.0,240300.0
-122.27,38.0,12.0,1592.0,242.0,248700.0
-122.26,38.0,5.0,6265.0,908.0,272900.0
-122.29,37.98,27.0,2133.0,347.0,209800.0
-122.28,37.96,35.0,1579.0,243.0,201000.0
-122.27,37.97,10.0,15259.0,2275.0,272400.0
-122.3,37.97,30.0,4030.0,772.0,184000.0
-122.3,37.97,34.0,2854.0,528.0,164700.0
-122.29,37.97,20.0,3426.0,632.0,227400.0
-122.3,37.97,35.0,1811.0,377.0,149700.0
-122.29,37.94,20.0,7578.0,1426.0,190000.0
-122.32,37.95,37.0,1887.0,353.0,196600.0
-122.31,37.94,38.0,1794.0,349.0,191400.0
-122.31,37.94,38.0,2172.0,403.0,194200.0
-122.32,37.95,36.0,1425.0,245.0,185000.0
-122.31,37.99,25.0,6508.0,1137.0,157800.0
-122.3,37.98,25.0,3807.0,806.0,164300.0
-122.32,37.97,29.0,2347.0,464.0,161000.0
-122.32,38.01,26.0,3054.0,492.0,171100.0
-122.33,38.0,35.0,3779.0,711.0,109000.0
-122.31,38.0,29.0,3108.0,534.0,170800.0
-122.32,37.99,24.0,4865.0,968.0,173500.0
-122.32,38.0,32.0,2275.0,397.0,162800.0
-122.34,37.99,42.0,1531.0,326.0,85100.0
-122.33,37.98,3.0,2850.0,544.0,175000.0
-122.33,37.99,4.0,3999.0,1079.0,112500.0
-122.39,38.0,33.0,44.0,6.0,212500.0
-122.36,37.96,39.0,246.0,57.0,104200.0
-122.36,37.96,31.0,1157.0,276.0,80400.0
-122.36,37.95,40.0,408.0,102.0,69800.0
-122.37,37.95,35.0,215.0,45.0,81300.0
-122.37,37.95,32.0,1298.0,363.0,76400.0
-122.37,37.96,37.0,1572.0,402.0,68600.0
-122.41,37.98,36.0,60.0,15.0,67500.0
-122.34,37.98,33.0,2014.0,410.0,131300.0
-122.35,37.98,34.0,3756.0,726.0,132900.0
-122.34,37.97,19.0,392.0,109.0,110000.0
-122.35,37.96,32.0,1991.0,504.0,113600.0
-122.35,37.97,43.0,2178.0,482.0,112200.0
-122.35,37.97,31.0,2892.0,685.0,113800.0
-122.32,37.97,33.0,1595.0,292.0,134100.0
-122.32,37.97,33.0,1156.0,190.0,156600.0
-122.33,37.97,19.0,5151.0,1335.0,158800.0
-122.33,37.98,32.0,1967.0,348.0,150100.0
-122.33,37.97,45.0,1982.0,376.0,130800.0
-122.34,37.97,19.0,2237.0,580.0,120700.0
-122.33,37.96,46.0,1222.0,236.0,129400.0
-122.35,37.96,36.0,2191.0,531.0,114200.0
-122.35,37.96,29.0,1899.0,524.0,97200.0
-122.35,37.96,35.0,1326.0,346.0,97700.0
-122.35,37.95,31.0,2449.0,595.0,110300.0
-122.35,37.96,34.0,1428.0,335.0,93900.0
-122.36,37.96,30.0,950.0,317.0,107800.0
-122.32,37.96,25.0,1728.0,403.0,133700.0
-122.32,37.96,34.0,2070.0,357.0,182800.0
-122.32,37.95,35.0,1612.0,354.0,146100.0
-122.33,37.95,22.0,2099.0,569.0,120800.0
-122.34,37.96,15.0,6487.0,1717.0,133300.0
-122.34,37.96,33.0,1817.0,441.0,103600.0
-122.32,37.94,38.0,2751.0,522.0,165100.0
-122.32,37.94,46.0,1901.0,295.0,210800.0
-122.32,37.93,40.0,1141.0,213.0,186900.0
-122.33,37.95,42.0,1627.0,336.0,144600.0
-122.33,37.94,45.0,1226.0,279.0,140400.0
-122.33,37.94,47.0,1882.0,361.0,140800.0
-122.33,37.94,43.0,1876.0,389.0,141600.0
-122.33,37.94,42.0,1695.0,345.0,139100.0
-122.33,37.94,44.0,1769.0,332.0,150800.0
-122.34,37.95,45.0,1128.0,240.0,134100.0
-122.33,37.95,45.0,1585.0,329.0,135800.0
-122.33,37.95,46.0,1543.0,339.0,142600.0
-122.34,37.95,44.0,1675.0,317.0,135300.0
-122.34,37.95,44.0,1788.0,368.0,133400.0
-122.34,37.95,39.0,1986.0,427.0,135100.0
-122.34,37.95,38.0,1340.0,298.0,111700.0
-122.35,37.95,45.0,2142.0,431.0,111600.0
-122.35,37.95,42.0,1485.0,290.0,114600.0
-122.36,37.95,38.0,1042.0,289.0,104700.0
-122.34,37.94,47.0,2313.0,433.0,143300.0
-122.34,37.94,44.0,1917.0,444.0,140300.0
-122.34,37.94,31.0,1611.0,455.0,145500.0
-122.34,37.94,42.0,2206.0,451.0,143900.0
-122.35,37.94,45.0,2112.0,493.0,105200.0
-122.35,37.94,34.0,1880.0,459.0,105200.0
-122.35,37.94,47.0,1275.0,275.0,95600.0
-122.36,37.95,38.0,1066.0,248.0,81700.0
-122.36,37.94,45.0,907.0,188.0,79000.0
-122.36,37.94,27.0,844.0,249.0,105800.0
-122.36,37.94,26.0,1540.0,343.0,72900.0
-122.36,37.94,41.0,2591.0,585.0,79700.0
-122.37,37.94,49.0,969.0,229.0,71600.0
-122.35,37.93,19.0,1334.0,366.0,88000.0
-122.35,37.93,28.0,1995.0,488.0,84300.0
-122.36,37.94,43.0,369.0,107.0,79400.0
-122.36,37.93,17.0,1258.0,254.0,121600.0
-122.37,37.94,40.0,1064.0,266.0,69100.0
-122.37,37.93,45.0,3150.0,756.0,37900.0
-122.38,37.91,18.0,3507.0,711.0,269800.0
-122.42,37.93,47.0,3453.0,779.0,274500.0
-122.41,37.94,52.0,154.0,33.0,275000.0
-122.34,37.93,30.0,2515.0,481.0,95000.0
-122.35,37.93,39.0,2002.0,416.0,91500.0
-122.36,37.93,44.0,1891.0,449.0,86100.0
-122.36,37.93,42.0,1796.0,389.0,87000.0
-122.37,37.93,37.0,709.0,190.0,84200.0
-122.33,37.91,36.0,1954.0,513.0,93800.0
-122.35,37.92,36.0,921.0,200.0,94000.0
-122.36,37.92,52.0,215.0,41.0,104200.0
-122.35,37.91,4.0,2851.0,798.0,186800.0
-122.33,37.93,34.0,2326.0,471.0,90300.0
-122.33,37.93,27.0,2158.0,424.0,111500.0
-122.34,37.93,32.0,2389.0,652.0,88300.0
-122.34,37.93,45.0,2225.0,486.0,112100.0
-122.35,37.93,41.0,268.0,75.0,156300.0
-122.32,37.92,29.0,2304.0,399.0,140600.0
-122.33,37.92,26.0,3887.0,779.0,122400.0
-122.32,37.92,28.0,4649.0,977.0,129100.0
-122.32,37.91,34.0,2669.0,647.0,119600.0
-122.31,37.91,39.0,2955.0,696.0,167800.0
-122.31,37.91,43.0,2549.0,511.0,178400.0
-122.31,37.91,45.0,3924.0,834.0,177800.0
-122.31,37.93,39.0,2505.0,371.0,286500.0
-122.31,37.93,36.0,2403.0,408.0,253400.0
-122.32,37.93,40.0,3056.0,489.0,247300.0
-122.32,37.94,47.0,1911.0,283.0,267700.0
-122.3,37.92,32.0,3943.0,605.0,321600.0
-122.29,37.92,35.0,583.0,88.0,288200.0
-122.29,37.92,32.0,1736.0,234.0,401000.0
-122.3,37.93,34.0,2254.0,357.0,304000.0
-122.31,37.93,36.0,1526.0,256.0,261900.0
-122.32,37.93,33.0,296.0,73.0,22500.0
-122.31,37.92,30.0,1014.0,236.0,183300.0
-122.31,37.92,38.0,1250.0,236.0,220100.0
-122.31,37.92,12.0,1895.0,600.0,195800.0
-122.32,37.92,22.0,1119.0,220.0,186900.0
-122.31,37.92,43.0,2116.0,407.0,212200.0
-122.3,37.92,33.0,1615.0,271.0,239000.0
-122.31,37.91,31.0,1432.0,348.0,218100.0
-122.3,37.91,39.0,2686.0,569.0,200400.0
-122.3,37.91,40.0,2866.0,617.0,209100.0
-122.3,37.9,37.0,2125.0,489.0,217200.0
-122.3,37.9,41.0,2053.0,435.0,223000.0
-122.3,37.9,35.0,1102.0,308.0,141700.0
-122.3,37.9,30.0,1772.0,471.0,162500.0
-122.29,37.92,36.0,1450.0,235.0,311400.0
-122.29,37.91,38.0,2591.0,424.0,263200.0
-122.29,37.91,46.0,2085.0,346.0,262000.0
-122.29,37.91,40.0,2085.0,329.0,273700.0
-122.29,37.9,52.0,2657.0,500.0,234900.0
-122.28,37.91,38.0,2501.0,348.0,358500.0
-122.28,37.9,49.0,3191.0,516.0,333700.0
-122.28,37.9,52.0,1369.0,249.0,287500.0
-122.28,37.91,41.0,3009.0,482.0,324400.0
-122.27,37.91,47.0,1930.0,315.0,315500.0
-122.28,37.91,48.0,2083.0,298.0,331200.0
-124.17,41.8,16.0,2739.0,480.0,109400.0
-124.3,41.8,19.0,2672.0,552.0,85800.0
-124.23,41.75,11.0,3159.0,616.0,73200.0
-124.21,41.77,17.0,3461.0,722.0,68400.0
-124.19,41.78,15.0,3140.0,714.0,74600.0
-124.22,41.73,28.0,3003.0,699.0,78300.0
-124.21,41.75,20.0,3810.0,787.0,66900.0
-124.17,41.76,20.0,2673.0,538.0,105900.0
-124.16,41.74,15.0,2715.0,569.0,69500.0
-124.14,41.95,21.0,2696.0,578.0,122400.0
-124.16,41.92,19.0,1668.0,324.0,75000.0
-124.3,41.84,17.0,2677.0,531.0,103600.0
-124.15,41.81,17.0,3276.0,628.0,103100.0
-123.91,41.68,22.0,1880.0,360.0,152700.0
-123.83,41.88,18.0,1504.0,357.0,116700.0
-123.92,41.54,22.0,2920.0,636.0,71100.0
-119.94,38.96,20.0,1451.0,386.0,212500.0
-119.95,38.95,8.0,430.0,107.0,187500.0
-119.95,38.95,22.0,1058.0,352.0,87500.0
-119.95,38.95,21.0,2046.0,580.0,92200.0
-119.94,38.95,25.0,1789.0,536.0,91300.0
-119.95,38.94,24.0,2180.0,517.0,173400.0
-119.93,38.94,27.0,1709.0,408.0,200000.0
-119.97,38.94,26.0,1485.0,334.0,84600.0
-119.97,38.93,24.0,856.0,185.0,107200.0
-119.98,38.96,25.0,2443.0,444.0,114800.0
-119.96,38.94,19.0,1429.0,292.0,131600.0
-119.96,38.94,27.0,1492.0,393.0,104200.0
-119.96,38.93,22.0,2731.0,632.0,110500.0
-119.94,38.92,24.0,1258.0,216.0,136800.0
-119.98,38.94,25.0,1339.0,328.0,109700.0
-119.98,38.94,23.0,1564.0,298.0,99300.0
-119.99,38.94,24.0,1216.0,289.0,103600.0
-119.99,38.94,22.0,3119.0,640.0,118500.0
-119.99,38.93,23.0,1882.0,414.0,141900.0
-119.98,38.93,28.0,1194.0,272.0,85800.0
-119.98,38.93,25.0,1262.0,293.0,90400.0
-119.98,38.92,27.0,2682.0,606.0,86900.0
-119.98,38.92,28.0,1408.0,312.0,89600.0
-120.0,38.93,17.0,8005.0,1382.0,313400.0
-120.01,38.93,22.0,3080.0,610.0,126100.0
-120.0,38.92,17.0,1106.0,207.0,126600.0
-120.0,38.92,26.0,529.0,116.0,103600.0
-120.01,38.92,23.0,964.0,246.0,96100.0
-120.01,38.92,25.0,1758.0,357.0,104200.0
-120.02,38.91,22.0,2138.0,493.0,107200.0
-120.02,38.92,24.0,1194.0,246.0,101900.0
-120.01,38.91,27.0,968.0,191.0,94400.0
-120.01,38.91,17.0,2732.0,609.0,86700.0
-120.01,38.89,24.0,1669.0,422.0,100800.0
-120.0,38.9,21.0,1653.0,419.0,114100.0
-119.99,38.88,17.0,2807.0,529.0,107800.0
-119.98,38.9,16.0,3109.0,572.0,134700.0
-119.92,38.91,15.0,3831.0,625.0,162500.0
-120.0,38.87,12.0,1437.0,268.0,127600.0
-119.96,38.84,17.0,2722.0,512.0,109700.0
-120.02,38.76,15.0,3142.0,618.0,121400.0
-120.04,38.86,16.0,2708.0,481.0,117700.0
-120.03,38.89,15.0,3042.0,588.0,118800.0
-120.02,38.86,19.0,2429.0,459.0,97600.0
-120.13,39.06,22.0,2465.0,539.0,87500.0
-120.16,39.04,18.0,2040.0,402.0,126000.0
-120.16,39.01,16.0,1463.0,264.0,206300.0
-120.06,39.01,19.0,2967.0,528.0,437500.0
-120.1,38.91,33.0,1561.0,282.0,500001.0
-120.97,38.91,7.0,4341.0,716.0,172200.0
-121.04,38.81,11.0,3522.0,623.0,163400.0
-120.72,38.94,10.0,1604.0,352.0,113200.0
